:START_ID,:END_ID,:TYPE,weight:float,confidence,label,context_required,source,source_pmids,source_years,n_sources:int
endothelial-barrier-dysfunction,ventilator-associated-lung-injury,MECHANISM,0.78,MEDIUM,Proposed: Mechanical stretch impairs endothelial barrier,mechanical-ventilation,curated,15695492,2005,1
enteral-feeding-epa-gla-antioxidants,reduced-pulmonary-neutrophil-recruitment,BENEFICIAL,0.78,MEDIUM,Approx 2.5-fold decrease in total cells and neutrophils in BAL fluid,ards,curated,10470743,1999,1
enteral-nutrition-optimization,improved-clinical-outcomes,MECHANISM,0.78,MEDIUM,Proposed: Increased enteral nutrition use improves outcomes,critical-illness,curated,15078758,2004,1
epithelial-cell-apoptosis-intestine,organ-dysfunction-ards,MECHANISM,0.78,MEDIUM,Intestinal epithelial cell apoptosis leads to organ dysfunction in ARDS,ards,curated,12709468,2003,1
epithelial-cell-apoptosis-kidney,organ-dysfunction-ards,MECHANISM,0.78,MEDIUM,Kidney epithelial cell apoptosis leads to organ dysfunction in ARDS,ards,curated,12709468,2003,1
furosemide-with-albumin-therapy,improved-oxygenation,BENEFICIAL,0.78,MEDIUM,"Mean change in PaO2/FiO2 +43 vs -24 mmHg at 24h, p<0.05",hypoproteinemic-ARDS,curated,16096441,2005,1
furosemide-with-albumin-therapy,increased-serum-protein,BENEFICIAL,0.78,MEDIUM,"Serum protein 1.5 vs 0.5 g/dL at day 3, p<0.05",hypoproteinemic-ARDS,curated,16096441,2005,1
furosemide-with-albumin-therapy,improved-fluid-balance,BENEFICIAL,0.78,MEDIUM,"Net fluid loss -5480 vs -1490 mL at day 3, p<0.05",hypoproteinemic-ARDS,curated,16096441,2005,1
global-lung-ultrasound-score,global-lung-aeration-assessment,BENEFICIAL,0.78,HIGH,"Strong correlation with average lung density (R=0.78, p<0.0001)",ARDS,curated,30048331,2018,1
glutathione-repletion-nac-otz,acute-lung-injury-duration-reduction,MECHANISM,0.78,MEDIUM,Proposed: Glutathione repletion by NAC/OTZ shortens acute lung injury,ards,curated,9228372,1997,1
gm-csf-therapy,improved-gas-exchange,BENEFICIAL,0.78,MEDIUM,"Improved Pa(O2)/FiO2 over 5 days, p=0.02",severe-sepsis-respiratory-dysfunction,curated,12119223,2002,1
haematological-cancer,increased-severe-illness-ards-sepsis-renal-failure,HARMFUL,0.78,HIGH,"Haematological cancer patients more severely ill, higher rates of ARDS, sepsis, renal failure",cancer-patients|ICU-admission,curated,19200368,2009,1
haematological-cancer,increased-hospital-mortality,HARMFUL,0.78,HIGH,Haematological cancer patients had 58% hospital mortality,cancer-patients|ICU-admission,curated,19200368,2009,1
high-airway-pressure-barotrauma,barotrauma-incidence-ards,MECHANISM,0.78,MEDIUM,Proposed: High Pplat >35 cmH2O associated with increased barotrauma,ards,curated,11967593,2002,1
high-frequency-oscillatory-ventilation-hfov,improved-oxygenation-24h,BENEFICIAL,0.78,MEDIUM,PaO2/FIO2 increased from 95 to 165 at 24h,ards,curated,12897997,2003,1
high-mean-airway-pressure-with-hfo,increased-oxygenation-index,MECHANISM,0.78,MEDIUM,"22-33% higher mean airway pressure with HFO, P≤0.01",acute-lung-injury|ARDS,curated,20483951,2010,1
high-peep-with-recruitment-olv,prevent-dependent-lung-atelectasis,MECHANISM,0.78,MEDIUM,Proposed: Recruitment maneuver and PEEP counteract gravity-induced compression atelectasis,open-abdominal-surgery|general-anesthesia,curated,24894577,2014,1
higher-positive-end-expiratory-pressures,reduced-death-refractory-hypoxemia-ards,BENEFICIAL,0.78,MEDIUM,"4.2% vs 8.9%, RR 0.56 (0.34-0.93), P=0.03",acute-lung-injury|acute-respiratory-distress-syndrome,curated,18270352,2008,1
hydrocortisone-treatment-sepsis-ards,improved-pulmonary-physiology,MECHANISM,0.78,HIGH,Significant improvement in PaO2/FiO2 and lung injury score,sepsis-associated-ards,curated,27741949,2016,1
hyperinflammatory-ards-phenotype,multiorgan-failure-in-ards,MECHANISM,0.78,MEDIUM,Proposed: Hyperinflammatory ARDS phenotype associated with increased multiorgan failure,ards,curated,32861275,2020,1
hyperinflammatory-ards-phenotype,mortality-risk-in-ards,MECHANISM,0.78,MEDIUM,Proposed: Hyperinflammatory ARDS phenotype associated with increased mortality,ards,curated,32861275,2020,1
hyperoxia-mechanical-ventilation,increased-serious-adverse-events,HARMFUL,0.78,HIGH,"85% vs 76%, p=0.02",septic-shock,curated,28219612,2017,1
hypoinflammatory-ards-phenotype,multiorgan-failure-in-ards,MECHANISM,0.78,MEDIUM,Proposed: Hypoinflammatory ARDS phenotype associated with reduced multiorgan failure,ards,curated,32861275,2020,1
hypoinflammatory-ards-phenotype,mortality-risk-in-ards,MECHANISM,0.78,MEDIUM,Proposed: Hypoinflammatory ARDS phenotype associated with reduced mortality,ards,curated,32861275,2020,1
increased-first-attempt-extubation-success,improved-weaning-outcomes,BENEFICIAL,0.78,MEDIUM,"Increased first-attempt extubation success from 62% to 77%, p<0.001",,curated,17962636,2008,1
increased-use-noninvasive-ventilation,improved-ards-outcomes,BENEFICIAL,0.78,MEDIUM,"Increased use of NIV from 4.4% to 11.1%, p<0.001",ards,curated,17962636,2008,1
increasing-hfnc-flow-rate,reduced-inspiratory-effort,MECHANISM,0.78,MEDIUM,Reduced ΔPes and PTPPes (p<0.001),acute-hypoxemic-respiratory-failure,curated,28762180,2017,1
increasing-hfnc-flow-rate,improved-lung-aeration,MECHANISM,0.78,MEDIUM,"Increased EELV, Vt/ΔPes (p<0.01)",acute-hypoxemic-respiratory-failure,curated,28762180,2017,1
increasing-hfnc-flow-rate,improved-oxygenation,MECHANISM,0.78,MEDIUM,Improved oxygenation (p<0.01),acute-hypoxemic-respiratory-failure,curated,28762180,2017,1
individualised-alveolar-recruitment-peep-titration-ards,dependent-lung-atelectasis-prevention,MECHANISM,0.78,MEDIUM,Proposed: Crs-guided PEEP prevents gravity-compression atelectasis,ARDS,curated,9310799,1997,1
individualised-peep-titration-best-compliance-olv,dependent-lung-atelectasis-prevention,MECHANISM,0.78,MEDIUM,Proposed mechanism: Crs-guided PEEP prevents gravity-compression atelectasis in OLV,,curated,19762075|11445688|12574072|38065200|16352797,2005|2003|2024|2009|2001,5
individualized-peep-titration-best-compliance-olv,dependent-lung-atelectasis-prevention,MECHANISM,0.78,MEDIUM,Proposed: Crs-guided PEEP prevents gravity-compression atelectasis,one-lung-ventilation,curated,22491953,2012,1
infection-icu-acquired,increased-risk-arf-development,MECHANISM,0.78,HIGH,OR 7.59 (95% CI 5.08-11.33),critical-illness,curated,12006450,2002,1
inflammasome-activation,inflammasome-cytokine-production,MECHANISM,0.78,MEDIUM,Proposed: Inflammasome regulates maturation and secretion of proinflammatory cytokines,acute-lung-injury-pathogenesis,curated,22461369,2012,1
inflammasome-cytokine-production,acute-lung-injury-pathogenesis,MECHANISM,0.78,MEDIUM,Proposed: Inflammasome-regulated cytokines are critical mediators of ARDS development,,curated,22461369,2012,1
inflammatory-lung-injury-ards,surfactant-pool-depletion,MECHANISM,0.78,HIGH,Decreased lavageable PL pool in ARDS/PNEU groups,acute-respiratory-failure,curated,8542113,1996,1
inflammatory-lung-injury-ards,surfactant-aggregate-dysfunction,MECHANISM,0.78,HIGH,Reduced LSA content in BALF in ARDS/PNEU groups,acute-respiratory-failure,curated,8542113,1996,1
inflammatory-lung-injury-ards,alveolar-protein-leak,MECHANISM,0.78,HIGH,Manifold increase in alveolar protein load in ARDS/PNEU groups,acute-respiratory-failure,curated,8542113,1996,1
inflammatory-lung-injury-ards,altered-surfactant-composition,MECHANISM,0.78,HIGH,"Decreased PC and PG, increased PI and SPH in ARDS/PNEU groups",acute-respiratory-failure,curated,8542113,1996,1
inflammatory-lung-injury-ards,sp-a-deficiency,MECHANISM,0.78,HIGH,Decreased SP-A concentrations in BALF in ARDS/PNEU groups,acute-respiratory-failure,curated,8542113,1996,1
inhaled-nitric-oxide,improved-oxygenation,BENEFICIAL,0.78,MEDIUM,"Increased PaO2/FiO2 ratio (13%, 4-23%), decreased oxygenation index (14%, 2-25%)",ALI|ARDS,curated,17383982,2007,1
inhaled-nitric-oxide-inhno,improved-gas-exchange-ards,BENEFICIAL,0.78,MEDIUM,"Increased hypoxia score (+70.4 mmHg, p=0.02), decreased venous admixture",ards,curated,9603127,1998,1
inhaled-sevoflurane,improved-oxygenation-ards,BENEFICIAL,0.78,MEDIUM,"Mean PaO2/FiO2 205 vs 166, p=0.04",ARDS,curated,27611637,2017,1
injurious-effects-of-hypocapnia,organ-injury,MECHANISM,0.78,MEDIUM,Proposed: Low CO2 concentrations are injurious,critical-illness,curated,10520649,1999,1
injurious-ventilation-strategy,epithelial-cell-apoptosis-kidney,MECHANISM,0.78,MEDIUM,Injurious ventilation increases kidney epithelial cell apoptosis,ards,curated,12709468,2003,1
injurious-ventilation-strategy,epithelial-cell-apoptosis-intestine,MECHANISM,0.78,MEDIUM,Injurious ventilation increases intestinal epithelial cell apoptosis,ards,curated,12709468,2003,1
intensive-insulin-therapy-prevention-critical-illness-polyneuropathy,reduced-incidence-critical-illness-polyneuropathy-myopathy,BENEFICIAL,0.78,MEDIUM,"50.5% vs 38.9%, p=0.02",critical-illness,curated,17138955,2007,1
intrathoracic-pressure-change,ivc-diameter-respiratory-variation,MECHANISM,0.78,MEDIUM,Proposed: IVC changes reflect intrathoracic pressure variations,mechanical-ventilation,curated,15034650,2004,1
lisofylline-early-treatment-ali-ards,no-mortality-difference-28d,NULL,0.78,HIGH,"31.9% vs 24.7%, p=0.215",acute-lung-injury|acute-respiratory-distress-syndrome,curated,11902249,2002,1
lower-tidal-volume-ventilation,decreased-interleukin-6,BENEFICIAL,0.78,MEDIUM,26% reduction in IL-6 by day 3,acute-lung-injury,curated,15644641,2005,1
lung-protective-ventilation-parameters,improved-lung-function-ards,MECHANISM,0.78,MEDIUM,Proposed: Minimizing alveolar overdistension and cyclic reopening,acute-respiratory-distress-syndrome,curated,8520744,1995,1
manually-mechanically-assisted-coughing,reduced-hospitalization-rates,MECHANISM,0.78,MEDIUM,Proposed: Prevents/reverses respiratory distress episodes,neuromuscular-disease,curated,11083691,2000,1
methylprednisolone-infusion,reduced-systemic-inflammation,MECHANISM,0.78,MEDIUM,Proposed: Down-regulates systemic inflammation,early-severe-ards,curated,17426195,2007,1
n-3-fatty-acid-gamma-linolenic-acid-antioxidant-enteral-supplementation,increased-60-day-mortality,HARMFUL,0.78,MEDIUM,"Trend towards higher 60-day mortality: 26.6% vs 16.3%, p=0.054",acute-lung-injury,curated,21976613,2011,1
nasal-positive-pressure-ventilation-npsv,improved-gas-exchange-hypercapnic-copd,MECHANISM,0.78,MEDIUM,Proposed: NPSV improves ventilation and gas exchange in stable hypercapnic COPD,hypercapnic-COPD,curated,7633704,1995,1
nasal-positive-pressure-ventilation-npsv,improved-sleep-quality-hypercapnic-copd,MECHANISM,0.78,MEDIUM,Proposed: NPSV enhances sleep quality in stable hypercapnic COPD,hypercapnic-COPD,curated,7633704,1995,1
neutrophil-elastase-inhibition,reduced-acute-lung-injury,MECHANISM,0.78,MEDIUM,"Proposed: Sivelestat inhibits neutrophil elastase, a key mediator of ALI",acute-lung-injury,curated,15286546,2004,1
nf-kappa-b-activation,multi-cytokine-expression,MECHANISM,0.78,MEDIUM,Proposed: NF-kappa B activation drives simultaneous upregulation of multiple proinflammatory cytokines,acute-respiratory-distress-syndrome,curated,8706481,1996,1
niv-failure,increased-icu-mortality-de-novo,HARMFUL,0.78,HIGH,OR 3.24 (95% CI 1.61-6.53),de-novo-acute-respiratory-failure,curated,17019559,2006,1
non-invasive-ventilation-niv,improved-arterial-blood-gases,BENEFICIAL,0.78,MEDIUM,Improved in 15/22 prophylactic and 4/7 therapeutic studies,postoperative,curated,21424246,2011,1
noninvasive-positive-pressure-ventilation-nppv,reduced-need-for-endotracheal-mechanical-ventilation,BENEFICIAL,0.78,MEDIUM,"RR 0.42, 50% vs 20.8% (p=0.035)",acute-respiratory-insufficiency-after-lung-resection,curated,11673215,2001,1
noninvasive-positive-pressure-ventilation-nppv,reduced-in-hospital-mortality,BENEFICIAL,0.78,MEDIUM,37.5% vs 12.5% (p=0.045),acute-respiratory-insufficiency-after-lung-resection,curated,11673215,2001,1
noninvasive-positive-pressure-ventilation-nppv,avoided-intubation-in-copd,BENEFICIAL,0.78,HIGH,48% of NPPV group avoided intubation,COPD|acute-respiratory-failure,curated,12447511,2002,1
noninvasive-positive-pressure-ventilation-nppv,improved-gas-exchange,BENEFICIAL,0.78,MEDIUM,"Improved pH, PaCO2, PaO2/FiO2 within 12-24h",acute-respiratory-failure-in-asthma,curated,8797425,1996,1
noninvasive-positive-pressure-ventilation-nppv,reduced-endotracheal-intubation,BENEFICIAL,0.78,MEDIUM,ARD -23% (-35% to -10%),acute-hypoxemic-respiratory-failure,curated,15599160,2004,1
noninvasive-positive-pressure-ventilation-nppv,reduced-icu-mortality,BENEFICIAL,0.78,MEDIUM,ARD -17% (-26% to -8%),acute-hypoxemic-respiratory-failure,curated,15599160,2004,1
noninvasive-pressure-support-ventilation,reduced-duration-mechanical-ventilation,BENEFICIAL,0.78,MEDIUM,"6.4 day reduction in MV duration, p=0.021",COPD-respiratory-failure,curated,9556465,1998,1
noninvasive-pressure-support-ventilation,reduced-icu-length-of-stay,BENEFICIAL,0.78,MEDIUM,"8.9 day reduction in ICU LOS, p=0.005",COPD-respiratory-failure,curated,9556465,1998,1
noninvasive-pressure-support-ventilation,improved-60d-survival,BENEFICIAL,0.78,MEDIUM,"20% absolute increase in 60-day survival, p=0.009",COPD-respiratory-failure,curated,9556465,1998,1
noninvasive-pressure-support-ventilation,avoidance-of-intubation-complications,MECHANISM,0.78,MEDIUM,Proposed: Avoids intubation-related adverse events,COPD-respiratory-failure,curated,9556465,1998,1
noninvasive-pressure-support-ventilation,alveolar-recruitment,MECHANISM,0.78,MEDIUM,"Proposed: Recruits atelectatic alveoli, improves mechanics and gas exchange",COPD-respiratory-failure,curated,9556465,1998,1
noninvasive-pressure-support-ventilation-peep,reduced-inspiratory-muscle-effort,MECHANISM,0.78,MEDIUM,Proposed: Pressure support plus PEEP reduces respiratory muscle loading in ALI,acute-lung-injury,curated,16081548,2005,1
noninvasive-ventilation-for-respiratory-distress,reduced-hospitalization-rates,MECHANISM,0.78,MEDIUM,Proposed: Prevents/reverses oxyhemoglobin desaturation episodes,neuromuscular-disease,curated,11083691,2000,1
nppv-early-ards,avoided-intubation,BENEFICIAL,0.78,MEDIUM,"54% avoided intubation, p<0.001",ards,curated,17133177,2007,1
omega-3-fatty-acids-supplementation,reduced-mortality-ards,BENEFICIAL,0.78,MEDIUM,"Mortality, infections and LOS significantly lower in ICU patients receiving FO IMD",ards|icu-setting,curated,18626628,2008,1
opioid-withdrawal,acute-withdrawal-syndrome,MECHANISM,0.78,MEDIUM,Higher opioid exposure associated with withdrawal,adult-ICU-stay,curated,9559604,1998,1
optimal-alveolar-recruitment-pressure,reduced-opening-closing-lung-tissue-ards,MECHANISM,0.78,MEDIUM,Proposed: Higher PEEP reduces intratidal alveolar opening/closing in ARDS patients with recruitability,ards-lung-physiology|lung-recruitability,curated,19910610,2010,1
optimal-alveolar-recruitment-pressure,improved-oxygenation-and-ventilation-distribution,MECHANISM,0.78,MEDIUM,Proposed: Individualized PEEP titrated to best Crs recruits maximum alveoli,covid-19-ards,curated,32697482,2020,1
optimal-alveolar-recruitment-pressure,improved-lung-mechanics-peep,MECHANISM,0.78,MEDIUM,Proposed: PEEP recruits maximally open alveoli,acute-lung-injury,curated,7633703,1995,1
pao2-fio2-less-than-equal-to-200-mmhg,increased-intubation-risk-niv,HARMFUL,0.78,HIGH,"aOR 4.26 (1.62-11.16), p=0.003",noninvasive-ventilation,curated,29099420,2018,1
postop-pulmonary-reserve-estimation,preop-risk-assessment-lung-cancer-resection,MECHANISM,0.78,HIGH,Recommended preop evaluation,lung-cancer|lung-cancer-resection,curated,17873167,2007,1
pressure-limitation-hypercapnia,reduced-alveolar-overdistention,MECHANISM,0.78,MEDIUM,Proposed: Pressure/volume limitation minimizes overdistention,,curated,8084064,1994,1
procollagen-iii-levels-elevated-in-ards-balf,increased-risk-of-death-in-ards,HARMFUL,0.78,HIGH,RR 2.4 (1.3-4.3) for BALF procollagen III ≥1.75 U/mL,adult-respiratory-distress-syndrome,curated,7985891,1995,1
proinflammatory-signaling-cascades,ventilator-associated-lung-injury,MECHANISM,0.78,MEDIUM,Proposed: Mechanical stress activates proinflammatory signaling,mechanical-ventilation,curated,15695492,2005,1
prone-positioning-covid-19-respiratory-failure,improved-oxygenation-covid-19-ards,BENEFICIAL,0.78,MEDIUM,78% of patients were Oxygen Responders,COVID-19-respiratory-failure|invasive-mechanical-ventilation,curated,33823862,2021,1
prone-positioning-in-acute-respiratory-failure,improved-oxygenation,BENEFICIAL,0.78,HIGH,Greater increase in PaO2/FiO2 ratio in prone group,acute-respiratory-failure,curated,11529210,2001,1
protective-effects-of-hypercapnia,reduced-organ-injury,MECHANISM,0.78,MEDIUM,Proposed: Raised CO2 concentrations are protective against organ injury,critical-illness,curated,10520649,1999,1
protective-mechanical-ventilation,alveolar-collapse-cyclic-reopening-prevention,MECHANISM,0.78,MEDIUM,Proposed: Protective ventilation minimizes cyclic alveolar collapse and reopening,acute-respiratory-distress-syndrome,curated,9449727,1998,1
protective-mechanical-ventilation,alveolar-overdistention-prevention,MECHANISM,0.78,MEDIUM,Proposed: Protective ventilation minimizes alveolar overdistention,acute-respiratory-distress-syndrome,curated,9449727,1998,1
recruitment-maneuver-rm,improved-oxygenation-10min,BENEFICIAL,0.78,MEDIUM,"SpO2 increase 1.7% vs 0.6%, p<0.01",ards-patients|high-peep,curated,14605529,2003,1
recruitment-maneuvers,reduced-refractory-hypoxemia-ards,BENEFICIAL,0.78,MEDIUM,"4.6% vs 10.2%, RR 0.54 (0.34-0.86), P=0.01",acute-lung-injury|acute-respiratory-distress-syndrome,curated,18270352,2008,1
respiratory-system-compliance-in-covid-ards,hypoxemia-in-covid-ards,MECHANISM,0.78,MEDIUM,Proposed: Compliance reduction is related to degree of hypoxemia,COVID-19-ARDS,curated,32859264,2020,1
sedative-withdrawal,acute-withdrawal-syndrome,MECHANISM,0.78,MEDIUM,Sedative exposure associated with withdrawal,adult-ICU-stay,curated,9559604,1998,1
sp02-to-pao2-ratio-correlation,ali-diagnosis-threshold,MECHANISM,0.78,MEDIUM,S/F ratio of 315 corresponds to P/F ratio of 300 (ALI),,curated,17573487,2007,1
spirometry-fev1-lung-cancer,preop-risk-assessment-lung-cancer-resection,MECHANISM,0.78,HIGH,Recommended preop evaluation,lung-cancer|lung-cancer-resection,curated,17873167,2007,1
spontaneous-breathing-during-aprv,improved-cardiopulmonary-function,MECHANISM,0.78,MEDIUM,Proposed: Spontaneous breathing during APRV recruits atelectatic lung units,acute-lung-injury,curated,11435237,2001,1
spontaneous-breathing-during-aprv,reduced-sedation-requirements,MECHANISM,0.78,MEDIUM,Proposed: Spontaneous breathing during APRV reduces need for sedation,acute-lung-injury,curated,11435237,2001,1
syndrome-based-critical-illness-framework,biological-changes-underpin-critical-illness,MECHANISM,0.78,MEDIUM,"Proposed: Deemphasize syndromes, focus on underlying biology",critical-illness,curated,35715504,2022,1
tak-242-intervention,increased-methemoglobin,HARMFUL,0.78,HIGH,"Transient, dose-related methemoglobin increases in 30.1% of patients",severe-sepsis|shock-or-respiratory-failure,curated,20562702,2010,1
tidal-volume-greater-than-9-ml-per-kg-ibw,increased-intubation-risk-niv,HARMFUL,0.78,HIGH,"aOR 3.14 (1.22-8.06), p=0.02",noninvasive-ventilation,curated,29099420,2018,1
tidal-volume-greater-than-9-ml-per-kg-ibw,increased-90d-mortality,HARMFUL,0.78,HIGH,Independently associated with 90-day mortality,noninvasive-ventilation,curated,29099420,2018,1
trauma-associated-acute-lung-injury,less-severe-lung-epithelial-injury,MECHANISM,0.78,MEDIUM,"Lower levels of ICAM-1, vWF, SP-D, sTNFR-1 vs other ALI",acute-lung-injury,curated,17944012,2007,1
trauma-associated-acute-lung-injury,less-severe-lung-endothelial-injury,MECHANISM,0.78,MEDIUM,"Lower levels of ICAM-1, vWF, SP-D, sTNFR-1 vs other ALI",acute-lung-injury,curated,17944012,2007,1
upper-inflection-point-identification,lung-overdistension-detection,MECHANISM,0.78,MEDIUM,"P-V curve UIP identifies overdistension risk, enables titration",one-lung-ventilation,curated,7599810,1995,1
variable-alveolar-recruitment-peep,lung-compliance-optimization,MECHANISM,0.78,MEDIUM,Proposed: PEEP titrated to best compliance recruits maximum alveoli,ards,curated,8111581,1994,1
venous-return-change,ivc-diameter-respiratory-variation,MECHANISM,0.78,MEDIUM,Proposed: IVC changes reflect venous return variations,mechanical-ventilation,curated,15034650,2004,1
ventilatory-ratio,increased-mortality-risk-ards,HARMFUL,0.78,MEDIUM,"OR 1.51 (p=0.024), OR 1.59 (p=0.04) for in-hospital mortality",acute-respiratory-distress-syndrome,curated,30211618,2019,1
hfnc-initial-management,reduced-intubation-rate,BENEFICIAL,0.77,MEDIUM,"HR 0.77 (0.59-1.00), p=0.05",acute-hypoxemic-respiratory-failure|immunocompromised-population,curated,28948369,2017,1
lung-injury-score,ards-diagnosis-accuracy,MECHANISM,0.77,MEDIUM,"Sensitivity 0.74, Specificity 0.77",critical-care,curated,16215375,2005,1
neuromuscular-blockade,sustained-improvement-pao2fio2-ratio,BENEFICIAL,0.77,HIGH,"Sustained improvement in P/F ratio, p<0.001",acute-respiratory-distress-syndrome,curated,16932229,2006,1
dexamethasone-covid19-ards-treatment,improved-sofa-score-7d,BENEFICIAL,0.76,MEDIUM,"Mean SOFA 6.1 vs 7.5, diff -1.16 (95% CI -1.94 to -0.38), p=0.004",COVID19-ARDS,curated,32876695,2020,1
pulse-pressure-variation-deltapp,fluid-responsiveness-prediction,BENEFICIAL,0.76,HIGH,DeltaPP better predicted fluid responsiveness than PAOP and RAP,tidal-volume-gt8mL-kg,curated,15754196,2005,1
resolving-muscle-weakness,worse-5y-survival,HARMFUL,0.76,MEDIUM,HR 3.14 (1.40-7.03) vs no weakness,ARDS-survivor,curated,28067712,2017,1
30-minute-spontaneous-breathing-trial,successful-extubation-48h,NULL,0.75,HIGH,"75.9% vs 73.0%, p=0.43",mechanical-ventilation-weaning,curated,9927366,1999,1
alveolar-consolidation-detection,acute-respiratory-failure-diagnosis,MECHANISM,0.75,MEDIUM,Alveolar consolidation indicates pneumonia,acute-respiratory-failure,curated,18403664,2008,1
alveolar-derecruitment-peep-decrement,alveolar-opening-pressure-heterogeneity,MECHANISM,0.75,MEDIUM,PEEP decrements induce derecruitment over wide pressure range,acute-lung-injury,curated,11549535,2001,1
aprv-ventilation,lower-airway-pressures,BENEFICIAL,0.75,MEDIUM,Pawmax 30% lower and decreased further within 24h with APRV,,curated,8004312,1994,1
conservative-fluid-management,improved-lung-function,BENEFICIAL,0.75,HIGH,Improved oxygenation index and lung injury score,acute-lung-injury,curated,16714767,2006,1
conservative-fluid-management,reduced-mechanical-ventilation-duration,BENEFICIAL,0.75,HIGH,Increased ventilator-free days (14.6 vs 12.1),acute-lung-injury,curated,16714767,2006,1
conservative-fluid-management,reduced-icu-stay-duration,BENEFICIAL,0.75,HIGH,Increased days not spent in ICU (13.4 vs 11.2),acute-lung-injury,curated,16714767,2006,1
conservative-fluid-management,no-change-in-nonpulmonary-organ-failures,BENEFICIAL,0.75,HIGH,No increase in shock or dialysis,acute-lung-injury,curated,16714767,2006,1
criteria-defined-clinical-algorithm-ards-treatment,improved-survival-ards,BENEFICIAL,0.75,HIGH,"Survival 75% overall, 89% vs 55% in algorithm vs ECMO groups",ARDS,curated,9310799,1997,1
cuff-leak-test,identify-high-risk-extubation,BENEFICIAL,0.75,MEDIUM,Conditional recommendation for cuff leak test,mechanical-ventilation-liberation,curated,27762595,2017,1
diaphragm-ultrasonography,detect-diaphragmatic-dysfunction,BENEFICIAL,0.75,HIGH,"Feasible, reproducible, accurate tool to detect diaphragmatic dysfunction in ICU patients",critical-illness,curated,27620292,2017,1
elevated-pulmonary-artery-pressure,increased-right-ventricular-afterload,MECHANISM,0.75,HIGH,ALI can elevate PA pressure and RV afterload,acute-lung-injury,curated,20558628,2010,1
exogenous-surfactant-protein-c-based,improved-oxygenation-24h,BENEFICIAL,0.75,MEDIUM,Greater oxygenation improvement in surfactant group during initial 24h,acute-respiratory-distress-syndrome,curated,15329426,2004,1
extracellular-matrix-turnover-ards,92-kda-gelatinase-elevation-ards,MECHANISM,0.75,MEDIUM,Proposed: Increased 92 G'ase reflects ECM turnover in acute lung injury,ards,curated,8756805,1996,1
fluid-overload,increased-mortality-surgery,HARMFUL,0.75,MEDIUM,RR 6.17 (4.81-7.97),surgery,curated,33009098,2020,1
full-face-mask-nimv,improved-arterial-blood-gases,BENEFICIAL,0.75,MEDIUM,PaCO2 significantly lower vs nasal mask,chronic-hypercapnic-respiratory-failure,curated,10890620,2000,1
global-muscle-weakness-assessment,icuap-diagnosis,BENEFICIAL,0.75,MEDIUM,MRC score <4 indicates ICUAP,critical-illness,curated,18511703,2008,1
gm-csf-therapy,preserved-alveolar-neutrophil-function,MECHANISM,0.75,MEDIUM,"Decreased alveolar neutrophils, p=0.02",severe-sepsis-respiratory-dysfunction,curated,12119223,2002,1
handgrip-dynamometry,icuap-diagnosis,BENEFICIAL,0.75,MEDIUM,Good diagnostic performance for ICUAP,critical-illness,curated,18511703,2008,1
helmet-noninvasive-ventilation,reduced-endotracheal-intubation-28d,BENEFICIAL,0.75,MEDIUM,Significantly lower intubation rate in helmet group (30% vs 50%),COVID-19|hypoxemic-respiratory-failure,curated,33764378,2021,1
high-flow-nasal-oxygen-physiological-support,pre-intubation-ards-recognition,MECHANISM,0.75,MEDIUM,Proposed: HFNO can support patients with ARDS-like physiology prior to intubation,high-flow-nasal-oxygen-therapy|acute-respiratory-distress-syndrome,curated,33915103,2021,1
inspiratory-muscle-strength-improvement,reduced-ventilator-dependence,MECHANISM,0.75,MEDIUM,Proposed: IMST mitigates MV-induced inspiratory muscle weakness,failure-to-wean-ventilation,curated,21385346,2011,1
intravenous-nac-treatment,reduced-ventilatory-support,BENEFICIAL,0.75,MEDIUM,17% vs 48% at day 3 (p=0.01),acute-lung-injury,curated,8275731,1994,1
intravenous-nac-treatment,reduced-fio2-requirements,BENEFICIAL,0.75,MEDIUM,0.37 vs 0.20 decrease (p<0.04),acute-lung-injury,curated,8275731,1994,1
intravenous-nac-treatment,lung-injury-score-improvement,BENEFICIAL,0.75,MEDIUM,Significant regression in NAC group (p=0.003),acute-lung-injury,curated,8275731,1994,1
low-dose-corticosteroids,reduced-mortality-ards-nonresponders,BENEFICIAL,0.75,HIGH,"HR 0.57 (0.36-0.89), RR 0.71 (0.54-0.94)",septic-shock-ards,curated,16374152,2006,1
lower-tidal-volume-ventilation,reduced-plasma-il6-levels,MECHANISM,0.75,MEDIUM,"Plasma IL-6 decreased more strongly, P=0.01",mechanical-ventilation|without-acute-lung-injury,curated,20055989,2010,1
lung-expansion-interventions,reduced-postoperative-pulmonary-complications,BENEFICIAL,0.75,HIGH,"Good evidence from 2 SRs, 5 RCTs",noncardiothoracic-surgery,curated,16618957,2006,1
lung-sliding-assessment,acute-respiratory-failure-diagnosis,MECHANISM,0.75,MEDIUM,Presence/absence of lung sliding differentiates conditions,acute-respiratory-failure,curated,18403664,2008,1
lung-ultrasound-artifacts,acute-respiratory-failure-diagnosis,MECHANISM,0.75,MEDIUM,A lines or B lines indicate different respiratory conditions,acute-respiratory-failure,curated,18403664,2008,1
matrix-metalloproteinase-balance-ards,lung-remodeling-ards,MECHANISM,0.75,MEDIUM,Proposed: Balance of 92 G'ase and TIMP regulates lung remodeling in ARDS,ards,curated,8756805,1996,1
