poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int
ARDS_POI:02018,increased-mortality-risk-ards,Increased mortality risk in ARDS,POI_outcome,,,,,D007268,C0151744,kg_nodes,30211618,1
ARDS_POI:02019,dead-space-fraction-vd-vt,Dead space fraction (Vd/Vt),POI_mechanism,,,,,,,kg_nodes,30211618,1
ARDS_POI:02020,failure-to-control-viral-replication,Failure to control viral replication,POI_mechanism,,,,,,,kg_nodes,35255492,1
ARDS_POI:02021,enhanced-pulmonary-inflammation,Enhanced pulmonary inflammation,POI_mechanism,,,,,,,kg_nodes,35255492,1
ARDS_POI:02022,enhanced-intravascular-coagulation,Enhanced intravascular coagulation,POI_mechanism,,,,,,,kg_nodes,35255492,1
ARDS_POI:02023,critical-covid-19,Critical COVID-19,POI_disease,,,,,,,kg_nodes,35255492,1
ARDS_POI:02024,quality-of-life-assessment-in-ards-survivors,Quality of life assessment in ARDS survivors,POI_outcome,prognosis-outcome-measurement,Systematic review and meta-analysis of studies evaluating long-term quality of life in survivors of acute respiratory distress syndrome.,,DOID:11394,D012128,C0035222,robot_template_row,16783553,1
ARDS_POI:02025,quality-of-life-ards-survivors,Quality of life in ARDS survivors,POI_outcome,,,,,D015431,C0042769,kg_nodes,16783553,1
ARDS_POI:02026,sivelestat-ono-5046-elaspol,"Sivelestat (ONO-5046, Elaspol)",POI_intervention,neutrophil-elastase-inhibitor,Small molecular weight inhibitor of neutrophil elastase.,,DOID:11394,D012128,C0035222,robot_template_row,15286546,1
ARDS_POI:02027,neutrophil-elastase-inhibition,Neutrophil elastase inhibition,POI_mechanism,,,,,,,kg_nodes,15286546,1
ARDS_POI:02028,reduced-acute-lung-injury,Reduced acute lung injury,POI_outcome,,,,,D012128,C0035222,kg_nodes,15286546,1
ARDS_POI:02029,neutrophil-elastase-activity,Neutrophil Elastase Activity,POI_mechanism,biological-process,,,,,,mechanism_node,15286546,1
ARDS_POI:02030,reduced-shunt-flow,Reduced shunt flow,POI_outcome,,,,,,,kg_nodes,8630585,1
ARDS_POI:02031,aerosolized-prostacyclin,Aerosolized prostacyclin,POI_intervention,,,,,D011396,C0033367,kg_nodes,8630585,1
ARDS_POI:02032,pulmonary-vasodilation,Pulmonary vasodilation,POI_mechanism,,,,,D014474,C0034065,kg_nodes,8630585,1
ARDS_POI:02033,improved-ventilation-perfusion,Improved ventilation-perfusion,POI_mechanism,,,,,,,kg_nodes,8630585,1
ARDS_POI:02034,redistribution-bloodflow-atelectasis,Redistribution Bloodflow Atelectasis,POI_mechanism,biological-process,,,,,,mechanism_node,8630585,1
ARDS_POI:02035,sars-critical-illness,SARS critical illness,POI_intervention,,,,,D012128,C0035222,kg_nodes,12865378,1
ARDS_POI:02036,increased-mortality-28d,Increased mortality at 28 days,POI_outcome,,,,,,,kg_nodes,12865378,1
ARDS_POI:02037,impact-on-critical-care-capacity,Impact on critical care capacity,POI_outcome,,,,,,,kg_nodes,12865378,1
ARDS_POI:02038,sars-during-outbreak,SARS outbreak context,POI_context,,,,,,,kg_nodes,12865378,1
ARDS_POI:02039,non-invasive-ventilation-after-extubation,Non-invasive ventilation after extubation,POI_intervention,respiratory-support-strategy,Non-invasive ventilation provided for 24 hours after extubation in patients with chronic respiratory disorders and hypercapnia.,,,D012128,C0035222,robot_template_row,19682735,1
ARDS_POI:02040,non-invasive-ventilation-post-extubation,Non-invasive ventilation after extubation,POI_intervention,,,,,,,kg_nodes,19682735,1
ARDS_POI:02041,reduced-respiratory-failure-72h,Reduced respiratory failure within 72h after extubation,POI_outcome,,,,,D012128,C0035222,kg_nodes,19682735,1
ARDS_POI:02042,chronic-respiratory-disorders,Chronic respiratory disorders,POI_population,,,,,,,kg_nodes,19682735,1
ARDS_POI:02043,reduced-respiratory-rate,Reduced respiratory rate,POI_outcome,,,,,,,kg_nodes,8797425,1
ARDS_POI:02044,well-tolerated,Well tolerated NPPV,POI_outcome,,,,,,,kg_nodes,8797425,1
ARDS_POI:02045,acute-respiratory-failure-in-asthma,Acute respiratory failure in asthma,POI_context,,,,,D000740,C0003862,kg_nodes,8797425,1
ARDS_POI:02046,airway-resistance-increase-intubation,Airway Resistance Increase Intubation,POI_mechanism,biological-process,,,,,,mechanism_node,8797425,1
ARDS_POI:02047,work-of-breathing-reduction-nppv,Work Of Breathing Reduction Nppv,POI_mechanism,biological-process,,,,,,mechanism_node,8797425,1
ARDS_POI:02048,gas-exchange-improvement-nppv,Gas Exchange Improvement Nppv,POI_mechanism,biological-process,,,,,,mechanism_node,8797425,1
ARDS_POI:02049,niv-success,Noninvasive ventilation success,POI_intervention,,,,,,,kg_nodes,17019559,1
ARDS_POI:02050,reduced-mortality-de-novo,Reduced mortality in de novo acute respiratory failure,POI_outcome,,,,,,,kg_nodes,17019559,1
ARDS_POI:02051,reduced-mortality-cpe-aoc,Reduced mortality in cardiogenic pulmonary edema/acute-on-chronic respiratory failure,POI_outcome,,,,,,,kg_nodes,17019559,1
ARDS_POI:02052,increased-icu-mortality-de-novo,Increased ICU mortality in de novo acute respiratory failure,POI_outcome,,,,,,,kg_nodes,17019559,1
ARDS_POI:02053,increased-icu-los-cpe-aoc,Increased ICU length of stay in cardiogenic pulmonary edema/acute-on-chronic respiratory failure,POI_outcome,,,,,,,kg_nodes,17019559,1
ARDS_POI:02054,de-novo-acute-respiratory-failure,De novo acute respiratory failure,POI_context,,,,,,,kg_nodes,17019559,1
ARDS_POI:02055,cardiogenic-pulmonary-edema,Cardiogenic pulmonary edema,POI_context,,,,,,,kg_nodes,17019559|12958051,2
ARDS_POI:02056,de-novo-acute-respiratory-failure-pathogenesis,De Novo Acute Respiratory Failure Pathogenesis,POI_mechanism,biological-process,,,,,,mechanism_node,17019559,1
ARDS_POI:02057,cardiogenic-pulmonary-edema-pathogenesis,Cardiogenic Pulmonary Edema Pathogenesis,POI_mechanism,biological-process,,,,,,mechanism_node,17019559,1
ARDS_POI:02058,acute-on-chronic-respiratory-failure-pathogenesis,Acute On Chronic Respiratory Failure Pathogenesis,POI_mechanism,biological-process,,,,,,mechanism_node,17019559,1
ARDS_POI:02059,respiratory-muscle-aid-protocol,respiratory muscle aid protocol,POI_intervention,respiratory-support-intervention,Home-based protocol using noninvasive ventilation and assisted coughing to prevent or reverse oxyhemoglobin desaturation and respiratory distress episodes in neuromuscular disease patients.,,,D011656,C0032943,robot_template_row,11083691,1
ARDS_POI:02060,noninvasive-ventilation-for-respiratory-distress,Noninvasive ventilation for respiratory distress,POI_mechanism,,,,,,,kg_nodes,11083691,1
ARDS_POI:02061,manually-mechanically-assisted-coughing,Manually and mechanically assisted coughing,POI_mechanism,,,,,,,kg_nodes,11083691,1
ARDS_POI:02062,reduced-hospitalization-rates,Reduced hospitalization rates,POI_outcome,,,,,D011656,C0032943,kg_nodes,11083691,1
ARDS_POI:02063,neuromuscular-disease,Neuromuscular disease,POI_population,,,,,,,kg_nodes,11083691,1
ARDS_POI:02064,patient-ventilator-asynchrony,Patient-ventilator asynchrony,POI_outcome,,,,,,,kg_nodes,19183949,1
ARDS_POI:02065,reduced-patient-comfort,Reduced patient comfort,POI_outcome,,,,,,,kg_nodes,19183949,1
ARDS_POI:02066,ventilator-leak-magnitude,Ventilator leak magnitude,POI_mechanism,,,,,,,kg_nodes,19183949,1
ARDS_POI:02067,pressure-support-level,Pressure support level,POI_mechanism,,,,,,,kg_nodes,19183949,1
ARDS_POI:02068,48-hr-neuromuscular-blocking-agents-nmba-infusion,48-hr neuromuscular blocking agents (NMBA) infusion,POI_intervention,ventilation-strategy,48-hour infusion of neuromuscular blocking agents in patients with acute respiratory distress syndrome.,,DOID:11394,D012128,C0035222,robot_template_row,14707568,1
ARDS_POI:02069,48-hr-neuromuscular-blocking-agents-nmba,48-hr NMBA infusion,POI_intervention,,,,,,,kg_nodes,14707568,1
ARDS_POI:02070,peep-reduction-ards,Reduction in PEEP in ARDS,POI_outcome,,,,,D012128,C0035222,kg_nodes,14707568,1
ARDS_POI:02071,reconceptualization-of-critical-illness,Reconceptualization of critical illness,POI_mechanism,critical-illness-framework,"Deemphasizing syndromes, focus on underlying biological changes that underpin critical illness states and may be amenable to treatment.",,,D003440,C0010346,robot_template_row,35715504,1
ARDS_POI:02072,syndrome-based-critical-illness-framework,Syndrome-based critical illness framework,POI_mechanism,,,,,,,kg_nodes,35715504,1
ARDS_POI:02073,biological-changes-underpin-critical-illness,Underlying biological changes in critical illness,POI_mechanism,,,,,,,kg_nodes,35715504,1
ARDS_POI:02074,sars-cov-2-induced-respiratory-failure,SARS-CoV-2-induced respiratory failure,POI_mechanism,,,,,,,kg_nodes,35715504,1
ARDS_POI:02075,intraoperative-protective-ventilation,Intraoperative protective ventilation,POI_intervention,lung-protective-ventilation-strategy,"Intraoperative ventilation strategy targeting PEEP ≥5 cmH2O, tidal volume <10 mL/kg PBW, and plateau pressure <30 cmH2O.",,,D011656,C0032943,robot_template_row,26174419,1
ARDS_POI:02076,protective-ventilation-intraoperative,Intraoperative protective ventilation,POI_intervention,,,,,,,kg_nodes,26174419,1
ARDS_POI:02077,reduced-postoperative-respiratory-complications,Reduced postoperative respiratory complications,POI_outcome,,,,,D011656,C0032943,kg_nodes,26174419,1
ARDS_POI:02078,non-cardiac-surgery,Non-cardiac surgery,POI_context,,,,,,,kg_nodes,26174419,1
ARDS_POI:02079,endotracheal-intubation,Endotracheal intubation,POI_context,,,,,D007308,C0021117,kg_nodes,26174419,1
ARDS_POI:02080,intensive-pt-program,Intensive PT program,POI_intervention,acute-respiratory-failure-rehabilitation,Intensive physical therapy program for up to 4 weeks in patients with acute respiratory failure requiring mechanical ventilation.,,,D012128,C0035222,robot_template_row,26651376,1
ARDS_POI:02081,no-difference-physical-function-1-3-6mo,"No difference in physical function at 1, 3, 6 months",POI_outcome,,,,,,,kg_nodes,26651376,1
ARDS_POI:02082,early-pt-intervention,Early PT intervention,POI_intervention,,,,,,,kg_nodes,26651376,1
ARDS_POI:02083,neuromuscular-weakness-prevention,Neuromuscular weakness prevention,POI_mechanism,,,,,,,kg_nodes,26651376,1
ARDS_POI:02084,acute-respiratory-failure-rehabilitation,Acute Respiratory Failure Rehabilitation,POI_mechanism,biological-process,,,,,,mechanism_node,26651376,1
ARDS_POI:02085,increased-body-mass-index,increased body mass index,POI_population,physiological-state,Higher body mass index,,DOID:11394,D012128,C0035222,robot_template_row,16521268,1
ARDS_POI:02086,increased-bmi,Increased body mass index,POI_population,,,,,D001845,C0006270,kg_nodes,16521268,1
ARDS_POI:02087,decreased-bmi,Decreased body mass index,POI_population,,,,,D001845,C0006270,kg_nodes,16521268,1
ARDS_POI:02088,mechanically-ventilated-ali,Mechanically ventilated acute lung injury,POI_context,,,,,D012128,C0035222,kg_nodes,16521268,1
ARDS_POI:02089,high-flow-nasal-oxygen-with-noninvasive-ventilation,High-flow nasal oxygen with noninvasive ventilation,POI_intervention,respiratory-support,Combination of high-flow nasal oxygen with noninvasive ventilation applied immediately after extubation in high-risk patients.,,,D011656,C0032943,robot_template_row,31577036,1
ARDS_POI:02090,high-flow-nasal-oxygen-and-niv,High-flow nasal oxygen with noninvasive ventilation,POI_intervention,,,,,,,kg_nodes,31577036,1
ARDS_POI:02091,reduced-reintubation-7d,Reduced reintubation at 7 days,POI_outcome,,,,,D011656,C0032943,kg_nodes,31577036,1
ARDS_POI:02092,high-risk-extubation,High risk of extubation failure,POI_context,,,,,,,kg_nodes,31577036,1
ARDS_POI:02093,intravenous-n-acetylcysteine-nac,Intravenous N-acetylcysteine (NAC),POI_intervention,lung-protective-therapy,Intravenous administration of N-acetylcysteine at 40 mg/kg/day for 3 days to enhance recovery from acute lung injury.,,,D000109,C0001089,robot_template_row,8275731,1
ARDS_POI:02094,intravenous-nac-treatment,Intravenous N-acetylcysteine,POI_intervention,,,,,D000109,C0001089,kg_nodes,8275731,1
ARDS_POI:02095,reduced-ards-incidence,Reduced ARDS incidence,POI_outcome,,,,,D012128,C0035222,kg_nodes,20693377|8275731,2
ARDS_POI:02096,reduced-ventilatory-support,Reduced ventilatory support,POI_outcome,,,,,D014548,C0042571,kg_nodes,8275731,1
ARDS_POI:02097,reduced-fio2-requirements,Reduced FiO2 requirements,POI_outcome,,,,,D005456,C0015914,kg_nodes,8275731,1
ARDS_POI:02098,lung-injury-score-improvement,Lung injury score improvement,POI_outcome,,,,,D011656,C0032943,kg_nodes,8275731,1
ARDS_POI:02099,high-1-year-mortality,High 1-year mortality,POI_outcome,,,,,D008297,C0026269,kg_nodes,26003390,1
ARDS_POI:02100,poor-hospital-discharge-outcomes,Poor hospital discharge outcomes,POI_outcome,,,,,D006365,C0020538,kg_nodes,26003390,1
ARDS_POI:02101,worse-outcomes-in-usa,Worse outcomes in USA,POI_context,,,,,,,kg_nodes,26003390,1
ARDS_POI:02102,incidence-of-acute-lung-injury,Incidence of acute lung injury,POI_epidemiology,respiratory-system-disease,,ALI,DOID:11394,D012128,C0035222,robot_template_row,12794394,1
ARDS_POI:02103,united-states,United States,POI_context,,,,,,,kg_nodes,12794394,1
ARDS_POI:02104,adjunctive-corticosteroid-therapy,Adjunctive corticosteroid therapy,POI_intervention,drug-therapy,Systemic corticosteroids given as an adjunct to standard care for community-acquired pneumonia.,,D011298,D011298,C0034065,robot_template_row,26258555,1
ARDS_POI:02105,reduced-need-for-mechanical-ventilation,Reduced need for mechanical ventilation,POI_outcome,,,,,D008733,C0024874,kg_nodes,11990914|26258555,2
ARDS_POI:02106,reduced-ards,Reduced ARDS,POI_outcome,,,,,D012128,C0035222,kg_nodes,26258555,1
ARDS_POI:02107,reduced-time-to-clinical-stability,Reduced time to clinical stability,POI_outcome,,,,,,,kg_nodes,26258555,1
ARDS_POI:02108,reduced-duration-of-hospitalization,Reduced duration of hospitalization,POI_outcome,,,,,D006801,C0020145,kg_nodes,26258555,1
ARDS_POI:02109,increased-hyperglycemia-requiring-treatment,Increased hyperglycemia requiring treatment,POI_outcome,,,,,D006943,C0020456,kg_nodes,26258555,1
ARDS_POI:02110,reduced-endotracheal-intubation-rate,Reduced endotracheal intubation rate,POI_outcome,,,,,D007231,C0021270,kg_nodes,10712326,1
ARDS_POI:02111,ards-in-previously-healthy-patients,ARDS in previously healthy patients,POI_population,ards,ARDS developing in patients with high functional status and minimal comorbidities at baseline.,,DOID:11394,D012128,C0035222,robot_template_row,11371406,1
ARDS_POI:02112,ards-developing-in-previously-healthy-patients,ARDS in previously healthy patients,POI_population,,,,,,,kg_nodes,11371406,1
ARDS_POI:02113,poor-quality-adjusted-survival-12m,Poor quality-adjusted survival at 12 months,POI_outcome,,,,,,,kg_nodes,11371406,1
ARDS_POI:02114,titration-of-tidal-volume-and-induced-hypercapnia,Titration of tidal volume and induced hypercapnia,POI_intervention,lung-protective-ventilation-strategy,"Mechanical ventilation strategy using volume-control mode, PEEP adjusted to lower inflection point, and tidal volume of 10 ml/kg to prevent lung overdistension.",,DOID:11394,D012128,C0035222,robot_template_row,7599810,1
ARDS_POI:02115,upper-inflection-point-identification,Upper inflection point identification,POI_mechanism,,,,,,,kg_nodes,7599810,1
ARDS_POI:02116,lung-overdistension-detection,Lung overdistension detection,POI_mechanism,,,,,,,kg_nodes,7599810,1
ARDS_POI:02117,peep-titration-to-lower-inflection-point,PEEP titration to lower inflection point,POI_intervention,,,,,,,kg_nodes,7599810,1
ARDS_POI:02118,overdistension-prevention,Overdistension prevention,POI_outcome,,,,,,,kg_nodes,7599810,1
ARDS_POI:02119,assessment-for-patient-ventilator-trigger-asynchrony,Assessment for patient-ventilator trigger asynchrony,POI_intervention,mechanical-ventilation-management,Observation and monitoring of patient-ventilator interactions to identify and attempt to mitigate trigger asynchrony in ventilator-dependent patients.,TA assessment,,,,robot_template_row,9404759,1
ARDS_POI:02120,patient-ventilator-trigger-asynchrony,Patient-ventilator trigger asynchrony,POI_intervention,,,,,,,kg_nodes,9404759,1
ARDS_POI:02121,decreased-weaning-success,Decreased weaning success,POI_outcome,,,,,,,kg_nodes,9404759,1
ARDS_POI:02122,respiratory-muscle-fatigue,Respiratory muscle fatigue,POI_mechanism,,,,,,,kg_nodes,9404759,1
ARDS_POI:02123,impaired-respiratory-mechanics,Impaired respiratory mechanics,POI_mechanism,,,,,,,kg_nodes,9404759,1
ARDS_POI:02124,ventilation-weaning-failure,Ventilation weaning failure,POI_mechanism,,,,,,,kg_nodes,9404759,1
ARDS_POI:02125,low-dose-corticosteroids,low-dose corticosteroids,POI_intervention,corticosteroid-treatment,Seven-day treatment with 50 mg hydrocortisone every 6 hrs and 50 mcg 9-alpha-fludrocortisone once daily.,,DOID:11394,D012128,C0035222,robot_template_row,16374152,1
ARDS_POI:02126,reduced-mortality-ards-nonresponders,Reduced mortality in ARDS nonresponders,POI_outcome,,,,,,,kg_nodes,16374152,1
ARDS_POI:02127,septic-shock-ards,Septic shock-associated ARDS,POI_context,,,,,D012128,C0035222,kg_nodes,16374152,1
ARDS_POI:02128,shorter-hospital-length-of-stay,Shorter hospital length of stay,POI_outcome,,,,,D007782,C0023007,kg_nodes,11990914,1
ARDS_POI:02129,icu-admission-severe-cap,ICU admission for severe CAP,POI_intervention,,,,,,,kg_nodes,12204871,1
ARDS_POI:02130,longer-hospital-stay,Longer hospital stay,POI_outcome,,,,,,,kg_nodes,12204871,1
ARDS_POI:02131,higher-hospital-costs,Higher hospital costs,POI_outcome,,,,,,,kg_nodes,12204871,1
ARDS_POI:02132,nonpulmonary-organ-dysfunction,Nonpulmonary organ dysfunction,POI_outcome,,,,,,,kg_nodes,12204871,1
ARDS_POI:02133,optoelectronic-plethysmography,optoelectronic plethysmography,POI_intervention,respiratory-mechanics-measurement-technique,Non-invasive technique to measure regional chest wall volume changes in intensive care patients.,OEP,,D010919,C0033727,robot_template_row,10806152,1
ARDS_POI:02134,optoelectronic-plethysmography-technique,Optoelectronic plethysmography,POI_intervention,,,,,D010919,C0033727,kg_nodes,10806152,1
ARDS_POI:02135,chest-wall-volume-changes-measurement-intensive-care,Chest wall volume changes measurement in intensive care,POI_outcome,,,,,,,kg_nodes,10806152,1
ARDS_POI:02136,spirometry-pneumotachography-correlation,Correlation with spirometry and pneumotachography,POI_outcome,,,,,,,kg_nodes,10806152,1
ARDS_POI:02137,compartmental-chest-wall-volume-measurement,Compartmental chest wall volume measurement,POI_outcome,,,,,,,kg_nodes,10806152,1
ARDS_POI:02138,abdominal-contribution-inspired-volume,Abdominal contribution to inspired volume,POI_outcome,,,,,,,kg_nodes,10806152,1
ARDS_POI:02139,respiratory-mechanics-changes-ali-ards,Respiratory mechanics changes in ALI/ARDS,POI_mechanism,,,,,,,kg_nodes,10806152,1
ARDS_POI:02140,intensive-care,Intensive care context,POI_context,,,,,D007277,C0021300,kg_nodes,10806152,1
ARDS_POI:02141,ali-ards,Acute lung injury/ARDS,POI_context,,,,,D012128,C0035222,kg_nodes,10806152,1
ARDS_POI:02142,tracheostomy,Tracheostomy,POI_intervention,respiratory-support-intervention,Tracheostomy procedure in ventilator-dependent patients to reduce the resistive work of breathing and respiratory muscle load.,,,,,robot_template_row,9927347,1
ARDS_POI:02143,reduced-work-of-breathing,Reduced work of breathing,POI_outcome,,,,,D014947,C0043203,kg_nodes,9927347,1
ARDS_POI:02144,reduced-respiratory-muscle-pressure-time-index,Reduced respiratory muscle pressure-time index,POI_outcome,,,,,,,kg_nodes,9927347,1
ARDS_POI:02145,reduced-resistive-and-elastic-work,Reduced resistive and elastic work,POI_outcome,,,,,,,kg_nodes,9927347,1
ARDS_POI:02146,reduced-occlusion-pressure-and-intrinsic-peep,Reduced occlusion pressure and intrinsic PEEP,POI_outcome,,,,,,,kg_nodes,9927347,1
ARDS_POI:02147,improved-breathing-pattern-synchrony,Improved breathing pattern and synchrony,POI_outcome,,,,,,,kg_nodes,9927347,1
ARDS_POI:02148,airway-resistance-reduction-tracheostomy,Airway resistance reduction with tracheostomy,POI_mechanism,,,,,,,kg_nodes,9927347,1
ARDS_POI:02149,work-of-breathing-decrease,Decrease in work of breathing,POI_mechanism,,,,,D014947,C0043203,kg_nodes,9927347,1
ARDS_POI:02150,ventilator-dependent-patients,Ventilator-dependent patients,POI_context,,,,,,,kg_nodes,9927347,1
ARDS_POI:02151,noninvasive-mechanical-ventilation-with-three-mask-types,noninvasive mechanical ventilation with three mask types,POI_intervention,noninvasive-ventilation,"Noninvasive mechanical ventilation delivered using full-face mask, nasal mask, or nasal plugs in patients with chronic hypercapnic respiratory failure.",,,D006386,C0019205,robot_template_row,10890620,1
ARDS_POI:02152,full-face-mask-nimv,Full-face mask NIMV,POI_intervention,,,,,,,kg_nodes,10890620,1
ARDS_POI:02153,nasal-mask-nimv,Nasal mask NIMV,POI_intervention,,,,,,,kg_nodes,10890620,1
ARDS_POI:02154,nasal-plugs-nimv,Nasal plugs NIMV,POI_intervention,,,,,,,kg_nodes,10890620,1
ARDS_POI:02155,improved-arterial-blood-gases,Improved arterial blood gases,POI_outcome,,,,,,,kg_nodes,21424246|10890620,2
ARDS_POI:02156,improved-patient-tolerance,Improved patient tolerance,POI_outcome,,,,,,,kg_nodes,10890620,1
ARDS_POI:02157,chronic-hypercapnic-respiratory-failure,Chronic hypercapnic respiratory failure,POI_context,,,,,D006386,C0019205,kg_nodes,10890620,1
ARDS_POI:02158,bispectral-index-for-sedation-monitoring-in-icu,Bispectral Index for sedation monitoring in ICU,POI_intervention,sedation-monitoring-strategy,"Use of Bispectral Index, a numeric scale from 0-100 derived from EEG, to monitor sedation depth in mechanically ventilated ICU patients.",BIS,,,,robot_template_row,10470756,1
ARDS_POI:02159,bispectral-index-monitoring,Bispectral Index monitoring,POI_intervention,,,,,,,kg_nodes,10470756,1
ARDS_POI:02160,sedation-depth-assessment,Sedation depth assessment,POI_outcome,,,,,,,kg_nodes,10470756,1
ARDS_POI:02161,mechanically-ventilated-icu-patients,Mechanically ventilated ICU patients,POI_population,,,,,,,kg_nodes,10470756,1
ARDS_POI:02162,deep-sedation-with-neuromuscular-blockade,Deep sedation with neuromuscular blockade,POI_intervention,,,,,,,kg_nodes,10470756,1
ARDS_POI:02163,worse-respiratory-status,Worse respiratory status,POI_outcome,,,,,,,kg_nodes,10470756,1
ARDS_POI:02164,trauma,Trauma,POI_mechanism,,,,,,,kg_nodes,12441753|18626628,2
ARDS_POI:02165,gastric-aspiration,Gastric aspiration,POI_mechanism,,,,,,,kg_nodes,12441753,1
ARDS_POI:02166,organ-dysfunction,Organ dysfunction,POI_mechanism,,,,,,,kg_nodes,12441753,1
ARDS_POI:02167,pao2-fio2-ratio,PaO2/FiO2 ratio,POI_mechanism,,,,,,,kg_nodes,12441753,1
ARDS_POI:02168,mccabe-score,McCabe score,POI_mechanism,,,,,,,kg_nodes,12441753,1
ARDS_POI:02169,scheduled-extubation,Scheduled extubation,POI_intervention,,,,,,,kg_nodes,21376523,1
ARDS_POI:02170,respiratory-failure-after-extubation,Respiratory failure after extubation,POI_outcome,,,,,,,kg_nodes,21376523,1
ARDS_POI:02171,reintubation-after-extubation,Reintubation after extubation,POI_outcome,,,,,,,kg_nodes,21376523,1
ARDS_POI:02172,postoperative-extubation,Postoperative extubation context,POI_context,,,,,,,kg_nodes,21376523,1
ARDS_POI:02173,patient-directed-music,patient-directed music,POI_intervention,relaxation-therapy,Self-initiated patient music listening tailored by a music therapist during mechanical ventilation.,PDM,,,,robot_template_row,23689789,1
ARDS_POI:02174,patient-directed-music-pdm,Patient-directed music,POI_intervention,,,,,,,kg_nodes,23689789,1
ARDS_POI:02175,reduced-anxiety-in-ventilated-patients,Reduced anxiety in ventilated patients,POI_outcome,,,,,D001007,C0003469,kg_nodes,23689789,1
ARDS_POI:02176,reduced-sedative-exposure-ventilated-patients,Reduced sedative exposure in ventilated patients,POI_outcome,,,,,D012594,C0036643,kg_nodes,23689789,1
ARDS_POI:02177,respiratory-therapist-driven-weaning-protocol,respiratory therapist-driven weaning protocol,POI_intervention,ventilator-weaning-strategy,"Protocol-driven weaning approach implemented by respiratory therapists, including daily screening, spontaneous breathing trials, and physician prompting.",TDP,,D012128,C0035222,robot_template_row,9927355,1
ARDS_POI:02178,respiratory-therapist-driven-protocol,Respiratory therapist-driven protocol,POI_intervention,,,,,,,kg_nodes,9927355,1
ARDS_POI:02179,increased-weaning-rate,Increased weaning rate,POI_outcome,,,,,,,kg_nodes,9927355,1
ARDS_POI:02180,daily-screening-of-patients,Daily screening of patients,POI_mechanism,,,,,,,kg_nodes,9927355,1
ARDS_POI:02181,spontaneous-breathing-trials-consideration,Spontaneous breathing trials consideration,POI_outcome,,,,,,,kg_nodes,9927355,1
ARDS_POI:02182,physician-prompt,Physician prompt,POI_mechanism,,,,,,,kg_nodes,9927355,1
ARDS_POI:02183,increased-spontaneous-breathing-trial-ordering,Increased spontaneous breathing trial ordering,POI_outcome,,,,,,,kg_nodes,9927355,1
ARDS_POI:02184,education-program-for-vap-prevention,Education program for VAP prevention,POI_intervention,infection-control-intervention,"Multifaceted education program for ICU staff including self-study module, in-service training, and visual aids to highlight best practices for preventing ventilator-associated pneumonia.",,,D011896,C0043299,robot_template_row,12441746,1
ARDS_POI:02185,education-program-vap-prevention,Education program for VAP prevention,POI_intervention,,,,,,,kg_nodes,12441746,1
ARDS_POI:02186,reduced-vap-rate,Reduced VAP rate,POI_outcome,,,,,D011896,C0043299,kg_nodes,12441746,1
ARDS_POI:02187,hyperoxia-during-mechanical-ventilation,Hyperoxia during mechanical ventilation,POI_intervention,oxygen-therapy,FiO2 set to 1.0 during first 24 hours of mechanical ventilation for septic shock.,,,D012359,C0036406,robot_template_row,28219612,1
ARDS_POI:02188,hyperoxia-mechanical-ventilation,Hyperoxia during mechanical ventilation,POI_intervention,,,,,,,kg_nodes,28219612,1
ARDS_POI:02189,increased-28d-mortality-septic-shock,Increased 28-day mortality in septic shock,POI_outcome,,,,,D012359,C0036406,kg_nodes,28219612,1
ARDS_POI:02190,increased-serious-adverse-events,Increased serious adverse events,POI_outcome,,,,,,,kg_nodes,28219612,1
ARDS_POI:02191,high-flow-oxygen-as-initial-oxygenation-strategy,High-flow oxygen as initial oxygenation strategy,POI_intervention,respiratory-support-therapy,Use of high-flow nasal oxygen as part of initial management for acute hypoxemic respiratory failure in immunocompromised patients.,HFNC,DOID:11394,D012128,C0035222,robot_template_row,28948369,1
ARDS_POI:02192,hfnc-initial-management,High-flow oxygen as initial oxygenation strategy,POI_intervention,,,,,,,kg_nodes,28948369,1
ARDS_POI:02193,immunocompromised-population,Immunocompromised population,POI_population,,,,,,,kg_nodes,28948369,1
ARDS_POI:02194,ards-frequency,ARDS frequency,POI_outcome,,,,,D012128,C0035222,kg_nodes,10579250,1
ARDS_POI:02195,ards-icumortality,ARDS ICU mortality,POI_outcome,,,,,D012128,C0035222,kg_nodes,10579250,1
ARDS_POI:02196,ards-hospitalmortality,ARDS hospital mortality,POI_outcome,,,,,D012128,C0035222,kg_nodes,10579250,1
ARDS_POI:02197,ards-costs-of-care,ARDS costs of care,POI_outcome,,,,,D012128,C0035222,kg_nodes,10579250,1
ARDS_POI:02198,postoperative-lung-injury,Postoperative lung injury,POI_intervention,,,,,D011656,C0032943,kg_nodes,25466352,1
ARDS_POI:02199,increased-icu-length-of-stay,Increased ICU length of stay,POI_outcome,,,,,,,kg_nodes,16374174|25466352,2
ARDS_POI:02200,increased-hospital-length-of-stay,Increased hospital length of stay,POI_outcome,,,,,,,kg_nodes,25466352,1
ARDS_POI:02201,increased-attributable-mortality,Increased attributable mortality,POI_outcome,,,,,,,kg_nodes,25466352,1
ARDS_POI:02202,thoracic-surgery,Thoracic surgery,POI_context,,,,,D013913,C0040132,kg_nodes,16352797|25466352,2
